,Zipcode,Latitude,Longitude,Address,prices,time
0,,,,,,07:09
0,,,,,,12:56
0,2478585,,,,$7.16,
0,90248,-118.2835,33.8766,,$25,
0,85254,-111.9554,33.6165,,$15.57,3:59
0,,,,,,
0,5961528,,,,,
0,87123,-106.509,35.0717,,$50,15:02
0,,,,,$7.95,
0,903771,,,991 9ST,$43,
0,,,,,,
0,,,,,,
0,85710,-110.824,32.2138,,$15.00,16:20
0,,,,1 Chk 2322 Gst,,
0,3006291,,,,,21:04
0,24754,,,2010 MAXON RD.,,
0,,,,,,11:42
0,11040,-73.6828,40.7294,,$38,
0,95124,-121.9229,37.2563,3695 Union Ave,$5.00,7:55 PM
0,,,,051 Nw Buck Lin Hill Rd,,
0,,,,,,
0,29758,,,,,
0,,,,,,16:08
0,43570004,,,9001 WEST LAWRENCE AVE,,
0,23419,-75.9269,37.3074,4141 MAIN STREET,$36.21,01:36
0,,,,,,18:14
0,,,,,,7:06
0,,,,,,
0,2475585,,,9 AST,$7.16,00:36
0,18888,,,,,
0,10156,-73.9772,40.7808,0156 EAST 71ST,,16:33
0,5410974,,,,$2.00,11:59
0,,,,,,9:21
0,64000,,,,,
0,73583,,,,,
0,,,,,,
0,70160,-90.0751,29.9546,,,
0,,,,,,
0,390002,,,,,19:19
0,,,,1 Chk 5826 ust,,
0,,,,,$79,
0,,,,,,
0,,,,,,
0,360000,,,,,
0,014872703,,,,$ 4,23:15
0,,,,,$2,
0,,,,,$4,
0,08012,-75.0367,39.7901,"60 ER
fave",,2:34
0,29223,-80.9167,34.0853,,$20.0,1:23
0,92867,-117.8493,33.811,,,9:26 PM
0,335779,,,2 Chey Gord,,11:16
0,,,,,,
0,90460953,,,,$45,
0,,,,,,
0,964412948,,,,,
0,,,,1 HAY MUST,,04:56
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$109.69,
0,020555601,,,"95 MooS
attaya Naklua Road",,18:28
0,469520,,,342 Bedok Road,$7.00,12:30
0,,,,313 Orchard Road,,08:04
0,,,,,,
0,,,,,,14:47
0,,,,,,
0,,,,,,
0,14212-2015,,,,,
0,95610,-121.2692,38.6946,7411 MADISON AVE,,02:39
0,24592,-78.9188,36.6963,,$ 1,
0,42178566,,,,,22:39
0,08873,-74.5013,40.5007,,$43.75,6:33
0,5320995,,,,,13:46
0,75015,-96.9722,32.8987,,,
0,39578,,,,,1:39pm
0,2392028,,,,,2:41
0,,,,,,
0,290579,,,,,15:00
0,,,,,$14.0,
0,,,,,,
0,,,,,$73.8,
0,278008,,,,,94:53
0,,,,,,10:35 AM
0,,,,,,
0,31030,-83.8887,32.5496,"08 os
ST",,06:44
0,57790,-102.2245,43.9812,519 MAIN ST,$16.12,
0,90024,-118.4408,34.0637,,,
0,016208,,,18 SALISBURY ROAD,,19:12
0,,,,,,
0,86283,,,,,16:19
0,15147,-79.8345,40.4927,"4 oon
15147 WARDS RD,",,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,000130272,,,,,
0,,,,,,15:52
0,,,,108 Pot Roast,$19.9,
0,,,,,,10:18
0,42608,,,199 tard,$ 199,10:32 AM
0,,,,"1 ae
GST",,
0,819450467,,,,,1:22
0,,,,,,
0,33159,,,2 1 Guest,$94,3:45
0,062134,,,,,
0,1633453,,,213 Morton Ave.,$2.00,14:10
0,03101,-71.4633,42.9929,1065 Elm Street,$73.15,12:15
0,835361724,,,,$8.0,20:55
0,44000,,,,,
0,89102,-115.2004,36.1433,"3989 Spring Mountain Rd,",$ 6.91,
0,03092518,,,,,
0,701980,,,,,
0,,,,,,
0,,,,,,
0,20020,-76.9742,38.86,1427 West Ave,$30.24,10:18 PM
0,,,,,,
0,10015,,,,$150,
0,,,,,$63.00,
0,,,,,,
0,70089,,,,$108.73,
0,913962,,,,$50.00,
0,001496,,,,$200,
0,,,,,$42.00,
0,,,,,$2,
0,06534,-72.9282,41.3082,,,11:16
0,,,,,,
0,10101010,,,,$2.9,4:01PM
0,80538,-105.09,40.4262,,$3,13:18
0,,,,,,19:38
0,14100,,,,,18:14
0,,,,,,
0,272692860,,,,,12:56
0,,,,,,
0,93047,,,,,
0,,,,,,
0,,,,,,
0,76132,-97.4056,32.6711,5125 BRYANT IRVIN ROAD,,
0,,,,,,
0,14424,-77.2846,42.8689,160 Eastern foulevard,,11:00
0,,,,,,
0,95361,-120.8377,37.7741,140 NORTH 3RO STREET,$ 18.40,18:47
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,18:32
0,81000,,,,,
0,,,,"26 oa
sy Cust",$1.25,
0,,,,"1 OF Resse i
lust",$3,
0,,,,,,
0,,,,,$1,1:50
0,,,,,$6,
0,,,,,,
0,7624865,,,,,
0,00000243,,,,,
0,435700,,,9001 WEST LAWRENCE AVE,,
0,827272,,,3 69 LIVERPOOL ROAD,,
0,212288521,,,,,
0,,,,,,
0,16209,,,,$94,11:10 AM
0,10015582,,,,,21:08
0,18586,,,,,
0,78944,-96.4843,29.9904,,,
0,,,,,,7:18 AM
0,1740290,,,1 GST,$24.84,3:28PM
0,7739375,,,163 Tropicana Ave,,12:47
0,24110-52,,,,,
0,,,,,,
0,,,,,,
0,044224540,,,"100 Ft Road,",,1:39
0,,,,,,
0,038612277,,,,$9.99,
0,,,,,,
0,60134,-88.311,41.886,,,21:52
0,87109,-106.569,35.1506,,,12:01 PM
0,00868,,,2512 East Bay Ave,,1:35 PM
0,,,,,,
0,,,,,,
0,,,,,,
0,90007,-118.2871,34.0294,,$9,
0,40001,,,,$247,12:44
0,38848,-88.3089,33.8871,1 Soft Dring wuest,,
0,,,,,,
0,41068,,,,,
0,95035,-121.895,37.4352,,,
0,,,,5606 Britton Drive,,6:24 PM
0,,,,,,
0,77065,-95.6106,29.9319,,,01:04
0,,,,,,
0,,,,,,19:40
0,041447,,,,$ 1,08:30
0,,,,,,
0,10469,-73.8495,40.8702,,,
0,,,,,$2,9:09
0,,,,,$5,
0,,,,2 22st,,
0,,,,,,8:00
0,,,,,$125,
0,612511224,,,4309 22ST,$44,
0,,,,,,
0,08106,-75.0724,39.891,"610 W Nicholson Rd,",,04:24 PM
0,87724270,,,,,
0,918266,,,,,19:32
0,24402,-79.0629,38.1593,,,14:28
0,,,,,$6.18,9:32
0,,,,,,
0,,,,,$ 5.00,
0,01128,-72.4889,42.0944,,,13:96
0,,,,,,
0,183488,,,,$4.75,1:38
0,,,,,,1AM
0,,,,,,
0,,,,,,
0,96040,-121.4637,40.7677,100 Citadel Dr,$99.98,
0,4000012,,,,,
0,,,,,,
0,401744942,,,,$0,
0,60606,-87.6386,41.8868,,,16:27
0,,,,,$40,
0,07443-,,,,,22:38
0,,,,,,
0,32935,-80.6524,28.1384,,,08:13
0,0244916,,,,,2:41PM
0,39747,-89.5696,33.4165,,,
0,188735,,,,$9.90,
0,,,,,$16,
0,75478,-95.3433,33.1767,,,
0,,,,,,14:04
0,,,,,,9:33
0,,,,,,
0,799111323,,,,$28.51,19:41
0,,,,,,
0,,,,,$29.04,
0,100109,,,,,10:10
0,000000310,,,,,
0,23500,,,,,17:41
0,90250,-118.3493,33.9143,,,00:00
0,123456789,,,,$9.60,
0,46005,,,,,
0,,,,,,
0,5852312,,,"54 Ay
DRIVE",$48.6,8:43
0,10101010,,,,$2.9,4:01PM
0,08106,-75.0724,39.891,610 W Nicholson Rd.,,04:24 PM
0,,,,,$6,
0,85710,-110.824,32.2138,,$6.75,16:20
0,91607,-118.3989,34.1672,,,1:20pm
0,78704,-97.7658,30.2428,1624 Barton Springs Road,,4:29 PM
0,,,,,$40,12:20
0,38925,-89.6419,33.5632,,,07:42
0,,,,,,
0,,,,,,
0,083224,,,,$0.00,
0,,,,,$6,
0,20011,-77.0203,38.9518,,,19:09
0,046198,,,,$14.20,10:58
0,49006746,,,,,49:31 PM
0,,,,,,7:06
0,,,,,,
0,9606293,,,,$6.06,
0,,,,,$133.28,
0,,,,,,
0,,,,,$85.58,19:40
0,70116,-90.0646,29.9686,1 Che 1750 Gst,,7:42PM
0,73667,-98.9825,35.9972,,,
0,11900,,,,,
0,88888,,,,,
0,,,,,,
0,42135401,,,,,13:52
0,100013,,,,,
0,,,,,,
0,,,,,,
0,278008,,,,,94:53
0,,,,,,
0,,,,,"$
1",
0,,,,,,
0,,,,,,
0,000374,,,,,11:39
0,992261539,,,"34 OXFORD STREET,",$420,
0,,,,,,
0,20151,-77.4457,38.8867,,,
0,,,,1 Expect,,2AM
0,44000,,,,$614,19:59
0,20008,-77.0599,38.9363,"1 ave
I hope f lst",,
0,,,,3178 VAN ROY ROAD,$ 90.39,
0,675609367,,,,,23:24
0,,,,,$8,
0,96121,-120.3895,40.1828,,,02:36
0,,,,,,
0,,,,,$178.86,
0,197905004,,,,$8.55,1:37AM
0,61953,-88.2816,39.7995,,,12:28
0,,,,,,
0,72124,-92.3925,34.7519,47 Sage Gesfest,,15:00
0,10034,-73.9221,40.8662,,$37.50,04:24PM
0,,,,,$83.17,
0,,,,,,
0,,,,,,
0,,,,,,10:35 AM
0,,,,,,
0,2021547,,,1101 4th Avenue,,
0,30197,,,6 1060 E COUNTY LINE RD,,
0,19061,-75.4354,39.8295,,$ 0.58,
0,,,,,,
0,113876330,,,,,
0,57554,,,,,17:46
0,14350,,,,$9.3,12:32
0,,,,,,18:21
0,2475585,,,,$7.16,36:22
0,75019,-96.9805,32.9673,,,22:22
0,,,,,$6.00,
0,1747315,,,163 Tropica Ave,,
0,50007,-93.6063,41.8159,2407 North Gein St,,12:28
0,,,,,,
0,065156170,,,652 DEBIT TOTAL Past,$90,
0,48005,-82.8899,42.8409,,,
0,,,,,$3.29,
0,50151,-93.4836,41.0585,,,
0,21263,-76.6205,39.2847,10 CARD,$16.28,6:00
0,,,,,,
0,,,,,,
0,,,,,,
0,3040105,,,1 Ckn Minis 4ct.,$99,
0,791589192,,,8000 ACADEMY RD,,
0,30323,,,"435 1890
GST",,7:29
0,,,,,,
0,,,,,,
0,,,,,,0:10
0,,,,,,
0,,,,,,
0,,,,,,07:48
0,,,,,,
0,993553,,,,"$6,846.95",
0,,,,,,
0,,,,,$14.38,
0,,,,,$7,
0,,,,,,
0,39232,-90.0915,32.3299,38 Grants Ferry Rd,$6.25,
0,60082,-87.8121,42.1164,,$ 3.7,3:16
0,,,,1 RICARD,$6.00,
0,93939,,,,$7.50,12:43
0,96040,-121.4637,40.7677,100 Citadel Dr,$99.98,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,"1 AVenue Sc
St.",,10:74
0,667788,,,,,
0,,,,,,
0,,,,,$160,4:20pm
0,,,,,,
0,94303,-122.1388,37.4673,,,
0,200112,,,,$90.8,2:34 PM
0,,,,,,
0,,,,,,6:89
0,,,,,,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,40013,-85.4658,37.9125,2760 5th Ave,$1,5:36 PM
0,10499,,,,,
0,,,,,,
0,11730,-73.1805,40.7282,,,
0,99200,,,,$8.00,18:54
0,,,,00 Gift Card!,$50,
0,320040,,,,,
0,,,,313 Orchard Road,,08:04
0,45260,,,,,
0,60603,-87.6285,41.8798,,$65.65,1:04
0,19107,-75.1593,39.9487,,,8PM
0,,,,"2018 hl
FRENCH TST",$6.9,
0,345119,,,1 SpoSsq,$3.33,9:06
0,11372,-73.883,40.7513,19 Roosevelt Ave.,,
0,142191,,,,$8.16,18:47
0,07000,,,,,21:09
0,07854,,,,,
0,,,,11 Suffolk Street,,
0,94338,,,"404 44336
Magnet ic card",$467,10:44
0,,,,,,
0,052287,,,,,08:20
0,,,,,,8:56
0,,,,,,
0,,,,,"$50,000",18:15
0,,,,1517 RICHMOND AVENUE,,
0,,,,,,
0,279387,,,,$ 36.88,
0,,,,,,
0,,,,,$6,
0,,,,,,
0,,,,,,
0,94105,-122.3892,37.7864,0 Mission Street,$9,12:38
0,20001,-77.0177,38.9122,2334 GEORGIA AVE,,16:34
0,,,,,,
0,5348429,,,,$8,
0,,,,,,
0,,,,,$ 5.00,
0,,,,,,
0,,,,,,
0,,,,,,
0,63116,-90.2625,38.5814,"9611 BATES
ST",$65.66,9:03
0,20112,-77.4248,38.6665,,,1:26
0,08454,,,,,1:56pm
0,78218,-98.4032,29.4969,,,9:09
0,,,,,,
0,91796,,,,,49:16
0,78577,-98.187,26.1771,1610 West,,
0,60446,-88.0696,41.6404,,,3:46 PM
0,,,,,$6.68,
0,,,,,,
0,95132,-121.8585,37.4031,2095 N CAPITOL AVE,$9.89,7:44
0,92614,-117.8298,33.6829,1830 Main St.,,6:24
0,11216,-73.9496,40.6794,847 A Union Street,,12:49 pm
0,100109,,,,,09:56
0,,,,,$5,
0,,,,,,21:10
0,,,,,$47,06:43
0,,,,,,
0,,,,,,
0,119548,,,,,5:42
0,,,,,,
0,,,,2 Chk 8539 Gst,,11:54AM
0,60608,-87.6694,41.8515,"120 rable
guest",,9:36
0,11728711,,,,,15:35
0,14850,-76.4966,42.4406,,$5.95,
0,,,,,"$
1",
0,,,,,$40.48,
0,078151901,,,,,
0,63562,,,,,
0,30849,,,,$8.41,15:58
0,26731444,,,,,
0,,,,,,
0,,,,,$40,
0,,,,,,
0,,,,,,
0,97146,-123.9254,46.145,,$20.50,
0,,,,,,
0,327222,,,48 Save,,
0,,,,,,
0,,,,,,
0,6573308,,,1 THK 1501 Gst,,
0,30083,-84.2018,33.7942,,$11.77,
0,,,,,,
0,,,,,,4AM
0,450003,,,,,
0,,,,,,
0,45109,,,,$100,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,,,,,,
0,,,,,,
0,,,,,,8:56
0,,,,,,
0,105910,,,,,3:49
0,,,,,$11.01,
0,,,,,,6:56
0,91861,,,1861 Alvarado Brest,$9.75,2:14 PM
0,435700,,,9001 WEST LAWRENCE AVE,,
0,,,,,,
0,,,,,,
0,013012011,,,,,12:50AM
0,,,,74 Abbey St.,,
0,20001,-77.0177,38.9122,"500 H Street,",,02:34
0,10000148,,,,$33.59,
0,91601,-118.3713,34.1687,,,3:18
0,02886,-71.4476,41.7026,,$7.16,8:10
0,,,,,,
0,05125,,,,,13:47
0,,,,,,
0,,,,1561 Gst,,
0,,,,,,
0,77070,-95.5803,29.9781,,$8,4:84
0,30218,-84.5836,33.1274,,,
0,,,,1 Mustard,,
0,96121,-120.3895,40.1828,,,02:36
0,9500188,,,,,
0,92058,-117.3795,33.1959,,,
0,,,,,,
0,029126,,,,$4.99,
0,84757,-113.268,37.455,,,
0,61675,,,,,
0,70130,-90.0739,29.9324,"4 me
4 401 Poydras Street",,
0,95128,-121.9356,37.3163,2014 ist,,
0,01432,-71.5788,42.5591,,,
0,14850,-76.4966,42.4406,,$5.95,
0,,,,,,
0,50019,,,5246 N Nevada Ave.,$41.78,21:56
0,92833,-117.9551,33.8766,50 BAST,$49.49,
0,218929,,,,,8:11
0,0000038,,,,,
0,,,,,,
0,30805,-82.203,33.2941,,,14:48
0,27000,,,"0278 Fee
rst",,
0,01128,-72.4889,42.0944,,,22:01
0,938761301,,,"06 9
SCONTRINO Fact",,11:06
0,,,,,,
0,11240,,,47 A Union Street,,
0,98062,-122.3621,47.4693,,,5:29
0,15008,,,,$4,
0,1412014,,,6661 Bowden Rd,$9.10,2:39 PM
0,,,,,,
0,40070,-85.252,38.4921,,,
0,10009,-73.9796,40.7262,,,
0,,,,,,15:31
0,64225,,,5059 Gst,,08:39PM
0,218567,,,"256 2648
60 Race Course Road,",$56.30,
0,07936,-74.3636,40.8192,"200 Route 10 West
East",,
0,,,,409 ASHINGTON ST,,
0,10400,,,0400 49th Street.,$5,6:50 PM
0,,,,,$8.00,
0,,,,,,
0,,,,,$100,
0,0129582,,,,$199,6:39
0,,,,,,1:28
0,,,,,,02:47PM
0,,,,,,
0,94952,-122.6777,38.2403,,$30.90,1:05 PM
0,01752,-71.5434,42.3509,355 Boston Post Rd West,$5.00,12:12 PM
0,11215,-73.9828,40.6669,847 A Union Street,,12:19 pm
0,,,,,,
0,00001,,,,$7.0,
0,,,,1111 Guest:,$ 53.25,6:06
0,61261,-89.9169,41.7199,,,3:35
0,,,,,$74,
0,,,,,,
0,,,,,$9,
0,416276559,,,,$1,08:57
0,,,,,,
0,,,,,,
0,,,,,$58.00,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$183.21,
0,53703,-89.3831,43.0775,27 East Main St,,10:31 PM
0,16299,,,1 Chk 2891 st,,11:57AM
0,,,,,,
0,738888,,,1698 Hostetter Rd.,,11:17
0,,,,,,10:35 AM
0,,,,,$2,19:10
0,,,,,$7,
0,1150145,,,"169 Euston Road,",,07:39
0,340060,,,,$5.98,10:50
0,5961528,,,,$35,10:04
0,000253,,,,,18:18
0,0000001,,,,,12:02
0,28341919,,,,,
0,90001,-118.2479,33.9731,,,
0,30218,-84.5836,33.1274,,,
0,,,,,,
0,52250001,,,,$7.00,
0,,,,,,
0,,,,,$32.99,
0,,,,,,
0,190672812,,,,,
0,,,,,,6:04PM
0,,,,6 AYO TOST,,18:41
0,41400,,,,,23:15
0,,,,,,
0,59100,,,,,
0,24110-52,,,,,
0,,,,2 yacetest,,
0,022503700,,,,,
0,,,,,,
0,,,,,,
0,92656,-117.7086,33.5701,,,01:25PM
0,,,,,,
0,,,,,,
0,39747,-89.5696,33.4165,,,
0,110018,,,,,
0,,,,,,
0,13908,,,3908 Galveston Rd,$8,
0,,,,,,
0,2121308,,,,,
0,041447,,,,$ 1,08:30
0,28208,-80.8964,35.2358,,$35.9,2:00
0,00891,,,,,
0,31109,,,,$397,
0,,,,,,9:33
0,998808001,,,,,
0,400007,,,,,
0,21480,,,,,21:68
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,0 2 KINNY Crust,$93.95,
0,19999,,,,,
0,96844812,,,,,
0,,,,,,10:32AM
0,02708,,,,,
0,23373,,,,,
0,042706,,,,,
0,70130,-90.0739,29.9324,711 CANAL ST,,20:08
0,900042,,,,$92.98,
0,,,,,,
0,75062,-96.974,32.8479,"2920 N Belt Line Rd,",$9.19,2:35 PM
0,,,,,$818.00,
0,92021,-116.9223,32.8178,,,
0,800274,,,0274 Guest,,
0,,,,,,
0,40012,-85.2015,37.9025,,,
0,62120,,,670 Genesag Avenue,$670,
0,,,,,,
0,23791112,,,,,04:41
0,,,,,,
0,04086,-69.9378,43.9814,44 TOPSHAM FAIR WALL ROAD,,1:26
0,18912,-75.0599,40.3237,,$28.23,1:17
0,,,,100 Gift Card!,$100,
0,,,,,,
0,10036,-73.9918,40.7597,211 West 43rd Street,,7:59pm
0,,,,,,
0,,,,,$00,
0,,,,,,
0,,,,,,
0,,,,,,
0,212319,,,,,50:46
0,,,,,,
0,011732131,,,,,
0,20124,-77.3818,38.7818,,,22:00
0,282001,,,,$42,
0,184708,,,,$89,
0,85364,-114.6424,32.7015,2331 South Ave,,1:13 PM
0,07712,-74.0486,40.2507,,,
0,,,,,,
0,426001,,,"45 Pratap Nagar Ring Road,",,
0,,,,,$999,
0,202604,,,32 Cust,,
0,28067032,,,,$22.48,19:13
0,,,,,,
0,32935,-80.6524,28.1384,,,08:13
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$44.00,
0,,,,,,
0,,,,,,
0,237079998,,,,$0.00,
0,,,,,,
0,40001,,,,,12:34pm
0,,,,,$8,03:26PM
0,011732131,,,,,
0,,,,1 Cheese Pizza Ist,,05:21
0,,,,,,
0,84737,-113.3675,37.1454,,$7.00,
0,,,,,,
0,30308,-84.3757,33.7718,13 Peachtree Street,,5:44
0,,,,,,
0,11025,,,,$500,
0,,,,,,
0,1447170,,,,$2,
0,,,,,,
0,,,,,$5,
0,93210,-120.3489,36.1624,5 AND HIGHWAY,$76.01,08:07 am
0,,,,,,
0,,,,,$2,9:09
0,,,,,,04:42PM
0,87390253,,,,,00:05
0,,,,,,
0,94108,-122.4079,37.7929,,$ 79.00,
0,,,,,,01:57
0,,,,,,
0,007281,,,,,
0,14850,-76.4966,42.4406,,$5.95,
0,88675,,,,,19:13
0,0000612,,,,$7.90,
0,850622929,,,,"$1,500",20:07
0,,,,,$12,13:30
0,,,,"9 OL
Sangria Cave",,
0,,,,,,
0,,,,,$8,
0,,,,,,
0,490000,,,,,34:25
0,,,,,,
0,1207546,,,,,5:05
0,,,,,$4.39,
0,0052185,,,4 ASST,,
0,55416,-93.3373,44.9497,,,
0,18708716,,,"2 56221
BAR ast",,
0,33065,-80.2603,26.2729,,,6:44PM
0,,,,,,
0,,,,,$0,
0,010555803,,,,,22:11
0,95123,-121.8306,37.2458,,,10:18
0,,,,,,
0,12001,,,,,07:55 PM
0,,,,89 East,,04:32PM
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$5,4:36
0,,,,,,
0,71032,-93.7941,32.105,,$1,
0,08100,,,,,
0,,,,,,
0,,,,,$79.04,
0,72106,-92.4001,34.9669,0012 CTOs Pea i ct,,
0,,,,"00 MASTER GAR
1 OYST",,
0,,,,,,
0,,,,,,7:06
0,,,,,,
0,1911111,,,,,
0,12000,,,,,18:27
0,00000,,,,,
0,,,,,,
0,,,,,,1:07 AM
0,,,,,,
0,,,,,,
0,056132809,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,22940994,,,1 PIZZA Cir,,21:04
0,,,,,,
0,94043,-122.0775,37.4056,,$ 47.88,
0,,,,,,
0,64000,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,10233,,,"0233 OKEE BLVD B11
wf WEST",$3.74,55:18
0,10020,-73.9968,40.7354,,,
0,,,,,,
0,11450,,,1450 Louetta Rd,$8.95,7:48
0,50010,-93.6003,42.0379,,,12:14
0,11408,,,,,
0,,,,,,
0,11535,,,,,
0,98023,-122.3612,47.3104,,$41,10:33
0,93101,-119.7078,34.4197,202 State Street,,10:46 PM
0,41101,-82.6461,38.4722,,,1:56 PM
0,92832,-117.9265,33.868,,,2:46 PM
0,98430,-122.1132,47.0662,,,19:28
0,19909000,,,,$0,
0,014801,,,,,20:18
0,41259,,,,,
0,,,,"401 7TH AVE,",,
0,,,,,,
0,000200,,,,$16.0,14:19
0,141102,,,63 SAN PABLO AVE,$63,
0,93199,-119.8486,34.2628,1 Guest,$3,9:51
0,01906,-71.0111,42.4633,,,
0,,,,,"$
1",
0,3097807,,,,$ 1,
0,,,,,,
0,01206,,,,,
0,0000085,,,,,
0,,,,,,
0,,,,,,
0,,,,,$2,9:09
0,,,,,,
0,,,,,,
0,,,,,,
0,209268,,,,,12:05
0,49519,-85.7186,42.8977,,$9.99,
0,,,,,,
0,,,,,,10:35 AM
0,18000,,,,,
0,,,,,$5,
0,1790557,,,,$6.21,8:00
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,10:07 AM
0,57504,,,,,3:02
0,,,,,,09:51
0,,,,,,
0,,,,,,
0,,,,,$179.19,
0,,,,,$19.90,
0,,,,,,
0,93065,-118.7653,34.2656,2090 FIRST STREET,$8.99,1:25
0,,,,,,
0,89169,-115.1429,36.1234,400 East Flamingo Road,$245.23,
0,,,,,,
0,57294724,,,,,
0,,,,20 pire St,$14.99,
0,39501,-89.0976,30.3826,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$28.66,6:42
0,,,,,$8.97,
0,,,,,,
0,,,,,,
0,,,,,,
0,18370,-75.3483,41.0879,,,16:51
0,31029,-83.9362,33.0508,,,8:45PM.
0,,,,160 W S4TH STREET,,
0,028416,,,"8416 5
15450 E 104th Ave",$ 38,4:03
0,18800,,,,,22:21
0,012122107,,,,,
0,,,,,,
0,102029850,,,,$2.0,
0,,,,,$9,
0,,,,,,
0,03051,-71.4121,42.769,,,
0,,,,,$125,
0,90401,-118.4907,34.0176,1345 ind St,$145.19,
0,,,,,,
0,,,,,$32.12,
0,,,,,,
0,89119,-115.1365,36.1008,,,6:55
0,,,,,,
0,,,,,,
0,02138,-71.1256,42.377,,$9,3:58
0,63126,-90.3811,38.5495,9618 Watson Rd.,,12:48PM
0,60137,-88.0648,41.8661,,,1:13 PM
0,390835,,,,$99.57,2:09 PM
0,,,,,,
0,08620,-74.6488,40.167,,,
0,,,,,,
0,708820393,,,,,
0,,,,,,6:25
0,,,,,,14:05
0,33410,-80.1387,26.8234,,,
0,,,,,,
0,89101,-115.1224,36.1721,450 Frenont Street,$9,17:09
0,200711710,,,"6509 8168
L GST",$60.00,15:25
0,160082,,,,$9,
0,465212,,,,,14:00
0,,,,,$9.00,
0,,,,,$111,06:54
0,,,,,,
0,98062,-122.3621,47.4693,,,5:29
0,,,,,,
0,,,,,,
0,,,,,,
0,90066,-118.4298,34.003,,$9.45,1:33
0,,,,,,
0,17899,,,,$787,
0,,,,,,
0,025513012,,,,,
0,,,,,,
0,75019,-96.9805,32.9673,,,22:22
0,,,,,,
0,12745,-75.0306,41.7629,,,
0,,,,,$11.00,
0,,,,,$4.74,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,2AM
0,,,,,,
0,,,,,,
0,012435333,,,"6 ST PANCRAS
WEST",,10:41 PM
0,101476,,,,,0am
0,,,,,,
0,94123,-122.4342,37.7999,2033 Union Street,$55,6:27 PM
0,94104,-122.4018,37.7915,374 Bush Street,,
0,,,,,,
0,,,,,,
0,002366104,,,,,22:47
0,010554201,,,,,21:16
0,77354,-95.5502,30.2333,,,6:37
0,,,,,,
0,,,,,,
0,,,,,,
0,5612300,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$8.75,
0,,,,,,
0,,,,,,10:35 AM
0,,,,,,
0,,,,,,
0,,,,,,1:40pm
0,21212,-76.61,39.3626,6 YORK RD,$ 3.35,16:25
0,86025,-110.1434,34.9085,2 Mini Blizzard,$5.56,08:21pm
0,3207164,,,,,
0,,,,,,
0,14055,-78.611,42.5466,,,
0,,,,,,17:42PM
0,87557,-105.6086,36.3357,,,
0,,,,,,
0,,,,,,8:49
0,,,,,,
0,,,,,,15:03
0,607271,,,,$89,22:29
0,,,,,,2AM
0,,,,,,
0,07854,,,,,
0,77198,,,,,14:23
0,21212,-76.61,39.3626,6 YORK RD,$ 3.35,16:25
0,,,,,$6.06,1:13
0,,,,,,
0,78704,-97.7658,30.2428,,,4:29 PM
0,,,,,,90:30
0,10019,-73.9858,40.7651,,,10:21 AM
0,140069,,,,,20:58
0,,,,,,
0,14407,,,,,
0,20576839,,,,,15:33
0,,,,,$60,
0,,,,,,
0,29570,-79.5597,34.6704,,$8.50,11:27 PM
0,,,,,,
0,,,,,,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,000202,,,"52 000202
CUST",,17:52
0,11012,,,,,
0,75080,-96.7452,32.966,,,
0,01775,-71.515,42.4308,,,
0,,,,,$6,
0,,,,,,
0,,,,,$24.16,37:50 PM
0,,,,,,
0,,,,225 Erie Boulevard,,
0,924700080,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,144880,,,,,9:54
0,95961,-121.5497,39.0861,140 NORTH 3RO STREET,$ 18.40,18:47
0,,,,,,
0,70130,-90.0739,29.9324,711 CANAL ST,,20:08
0,,,,,$27.50,
0,032888105,,,,$24.90,
0,,,,,,
0,18616,-76.6008,41.5269,,,
0,676154632,,,,,
0,,,,,,
0,29998,,,,,
0,,,,,,
0,20124,-77.3818,38.7818,,,
0,33770,-82.8027,27.917,1700 W BAY DR,$5.94,15:42
0,,,,,,
0,800105,,,1 Nugget 12ct,$18.83,
0,,,,,,
0,071440,,,,$593,
0,,,,,$400,
0,55555,,,,$5.00,11:37
0,,,,,,
0,93065,-118.7653,34.2656,2090 FIRST STREET,$8.99,1:25
0,70000,,,,,12:12PM
0,90029,-118.2944,34.09,,,1:14
0,,,,,,
